fuel_type,gearbox,mileage,model,name,place,price,seller_type,users_data,year
Elektryczny,Automatyczna,20 km,Inny,Inny Inny,Tychy (Śląskie),59 900,,82 KM • e.GO Life 60,2022
Elektryczny,Automatyczna,6 000 km,Inny,Inny Inny,Bydgoszcz (Kujawsko-pomorskie),39 000,Prywatny sprzedawca,150 KM • B1 elektryczny XEV YOYO stan idealny,2023
Elektryczny,Automatyczna,12 198 km,Inny,Inny Inny,Karczew (Mazowieckie),43 800,,12 KM • Ligier Pulse Zamiana,2015
Benzyna,Manualna,100 000 km,Inny,Inny Inny,Podkowa Leśna (Mazowieckie),38 000,Prywatny sprzedawca,2 000 cm3 • 142 KM • Jensen Healey mkII lotus esprit engine,1973
Benzyna,Automatyczna,20 000 km,Inny,Inny Inny,Otyń (Lubuskie),54 900,Prywatny sprzedawca,5 000 cm3 • 275 KM • hudson hornet specjal 1954,1954
Benzyna+LPG,Manualna,132 400 km,Inny,Inny Inny,Bukowice (Dolnośląskie),4 450,,1 400 cm3 • 11 KM • Citroën c2 LPG,2008
Elektryczny,Automatyczna,7 km,Inny,Inny Inny,Udanin (Dolnośląskie),46 125,,8 KM • Nowy pojazd elektr. ZEFIR w cenie używanego,2021
Diesel,Manualna,277 408 km,Inny,Inny Inny,Bukowice (Dolnośląskie),4 950,,1 900 cm3 • 11 KM • Opel vectra,2004
Diesel,Manualna,121 000 km,Inny,Inny Inny,Budzyń (Wielkopolskie),24 900,Prywatny sprzedawca,"2 400 cm3 • 86 KM • FS LUBLIN 35 na Złombol wyprawowy Andoria, długi, Rajd Koguta",2001
Diesel,Manualna,264 200 km,Inny,Inny Inny,Bukowice (Dolnośląskie),2 950,,1 400 cm3 • 11 KM • Skoda Fabia,2004
Benzyna,Manualna,200 km,Inny,Inny Inny,Wasilków (Podlaskie),244 770,Prywatny sprzedawca,"5 210 cm3 • 250 KM • OMM 4x4 Off-Road 5,2 l V8, jak nowy, zarejestrowany",2020
Benzyna,Manualna,10 km,Inny,Inny Inny,Leszno (Wielkopolskie),185 500,,1 499 cm3 • 100 KM • Dostępne od ręki | Samochody dla osób niepełnosprawnych | KAMUKO,2024
Benzyna,Manualna,181 400 km,Inny,Inny Inny,Bukowice (Dolnośląskie),4 950,,1 000 cm3 • 11 KM • Peugeot 107,2005
Diesel,Manualna,264 500 km,Inny,Inny Inny,Bukowice (Dolnośląskie),2 950,,1 400 cm3 • 11 KM • Citroën c2,2005
Diesel,Automatyczna,5 km,Isuzu,Isuzu D-Max 1.9 DC LSE,Bielany Wrocławskie (Dolnośląskie),168 452,,1 898 cm3 • 163 KM • 1.9 D-MAX LSE DC 4x4 Automat,2024
Diesel,Automatyczna,17 km,Isuzu,Isuzu D-Max 1.9 DC LSE,Bielany Wrocławskie (Dolnośląskie),156 900,,1 898 cm3 • 163 KM • Isuzu D-Max 1.9 DC LSE AUTOMAT,2024
Diesel,Automatyczna,142 000 km,Isuzu,Isuzu D-Max 4x4 Double Cab Autm Custom,Grębów (Podkarpackie),79 950,Prywatny sprzedawca,2 499 cm3 • 163 KM • ISUZU D-MAX 2.5 Automat 3.5 Hak,2016
Diesel,Automatyczna,7 km,Isuzu,Isuzu D-Max 1.9 DC LSE,Czosnów (Mazowieckie),180 810,,1 898 cm3 • 163 KM • Nowy ISUZU D MAX LSE automat wyprzedaż biała perła,2023
Diesel,Manualna,87 000 km,Isuzu,Isuzu D-Max 1.9 DC LSX,Kielce (Świętokrzyskie),115 900,Prywatny sprzedawca,1 898 cm3 • 163 KM • LXS EDITION/Full Opcja/Skóry/HAK 3.5 TONY/Mały Przebieg/UNIKAT/FV23,2019
Diesel,Automatyczna,2 km,Isuzu,Isuzu D-Max 1.9 DC LSE,Czosnów (Mazowieckie),169 300,,1 898 cm3 • 163 KM • promocja nowy model,2024
Diesel,Automatyczna,18 km,Isuzu,Isuzu D-Max 1.9 DC LS,Poczesna (Śląskie),164 697,,"1 898 cm3 • 163 KM • Lekki pojazd operacyjny, pożarniczy, specjalistyczny, Straż Miejska",2023
Diesel,Automatyczna,15 025 km,Isuzu,Isuzu D-Max 1.9 DC LSX,Wojnicz (Małopolskie),167 900,,"1 898 cm3 • 163 KM • LSX Automat 1,9 Diesel 4x4 Salon PL",2023
Diesel,Automatyczna,17 109 km,Isuzu,Isuzu D-Max,Gdańsk (Pomorskie),152 900,,"1 898 cm3 • 163 KM • LSX, 4x4, PCS, Kamera, LED, Salon PL, 1-wł, FV23, Gwarancja, DOSTAWA",2022
Diesel,Manualna,5 km,Isuzu,Isuzu D-Max 1.9 SC Utility,Płock (Mazowieckie),154 918,,1 898 cm3 • 163 KM • ISUZU D-MAX 1.9 Single Cab 4WD,2024
Diesel,Automatyczna,5 km,Isuzu,Isuzu D-Max 1.9 DC LSE,Świlcza (Podkarpackie),224 900,,1 898 cm3 • 163 KM • Isuzu D-Max 1.9 DC LSE,2024
Diesel,Automatyczna,108 817 km,Isuzu,Isuzu D-Max,Szczecin (Zachodniopomorskie),87 900,,1 898 cm3 • 163 KM • 4x4 Automat Skóra Serwis Stan Idealny Bezwypadkowy,2017
Diesel,Automatyczna,7 km,Isuzu,Isuzu D-Max 1.9 DC LSE,Rzeszotary (Dolnośląskie),168 452,,1 898 cm3 • 163 KM • 1.9 Diesel 163 KM Isuzu D-Max Podwójna Kabina LSE - po lifcie!,2024
Diesel,Manualna,45 000 km,Isuzu,Isuzu D-Max 1.9 EC Utility,Czarna (Podkarpackie),112 500,Prywatny sprzedawca,1 898 cm3 • 163 KM • ISUZU D-MAX 2021 Niski Przebieg,2021
Diesel,Manualna,192 500 km,Isuzu,Isuzu D-Max,Głogów (Dolnośląskie),43 500,Prywatny sprzedawca,"2 499 cm3 • 163 KM • iSUZU d-MAX 2,5, 163km",2016
Diesel,Manualna,31 101 km,Isuzu,Isuzu D-Max,Kielce (Świętokrzyskie),46 600,,1 898 cm3 • 163 KM • 2020 CENA BRUTTO Salon Polska Cena Brutto Odpala i Jeździ Hilux Ranger,2019
Diesel,Automatyczna,26 210 km,Isuzu,Isuzu D-Max 1.9 DC LSX,Wojnicz (Małopolskie),157 900,,"1 898 cm3 • 163 KM • Gratisy 1,9 Diesel 4x4 LSX AT Salon PL",2022
Diesel,Automatyczna,10 km,Isuzu,Isuzu D-Max 1.9 DC LSX,Wojnicz (Małopolskie),185 730,,"1 898 cm3 • 163 KM • D max LSX 1,9 Diesel At 4X4 Salon PL",2023
Diesel,Automatyczna,1 km,Isuzu,Isuzu D-Max 1.9 DC LSX,Czosnów (Mazowieckie),183 270,,1 898 cm3 • 163 KM • Isuzu D Max LSX automat promocja,2024
Benzyna,Automatyczna,185 000 km,Isuzu,Isuzu Inny,Osie (Kujawsko-pomorskie),39 900,Prywatny sprzedawca,"3 494 cm3 • 215 KM • ISUZU VEHICROSS 3,5v6 off road",2001
Diesel,Automatyczna,26 772 km,Isuzu,Isuzu D-Max 1.9 DC LSX,Ełk (Warmińsko-mazurskie),129 990,,1 898 cm3 • 163 KM • 2023/SALON POLSKA/4X4/AUT/FV23%/serwis/gwarancja 2028,2023
Diesel,Manualna,215 000 km,Isuzu,Isuzu D-Max,Brzesko (Małopolskie),34 900,Prywatny sprzedawca,"2 499 cm3 • 136 KM • Isuzu D-MAX (Rodeo) 3.0 TDI, 4WD",2006
Diesel,Automatyczna,16 180 km,Isuzu,Isuzu D-Max 1.9 DC LSE,Błonie (Mazowieckie),194 999,,"1 898 cm3 • 163 KM • L S E, AUTOMAT, PEŁNA OPCJA, I-a rejestracja III.24r, Salon PL, Bezwyp",2023
Diesel,Manualna,10 km,Isuzu,Isuzu D-Max 1.9 SC Utility,Radom (Mazowieckie),119 290,,"1 898 cm3 • 163 KM • PAKIET SERWSOWY GRATIS, dostępny od ręki, odlicz cały VAT !",2022
Diesel,Automatyczna,12 km,Isuzu,Isuzu D-Max 1.9 DC LSX,Błonie (Mazowieckie),217 999,,"1 898 cm3 • 163 KM • L S X AUTOMAT, PEŁNA OPCJA, skóry, hak, klimatronic, OD RĘKI !",2024
Diesel,Manualna,192 100 km,Isuzu,Isuzu D-Max 1.9 DC LSX Prime,Błonie (Mazowieckie),104 999,,"1 898 cm3 • 163 KM • Salon PL,I-a rej. IV.18r,Najwyższa opcja LSX,FV23%,Hak 3,5t,Klimatroni",2017
Diesel,Manualna,8 km,Isuzu,Isuzu D-Max 1.9 SC L,Błonie (Mazowieckie),159 999,,"1 898 cm3 • 163 KM • 4x4, Klimatyzacja, Tempomat, HAK , badanie VAT-1, OSTATNIE 2 szt w PL!",2024
Diesel,Manualna,210 300 km,Isuzu,Isuzu D-Max 1.9 DC LSX Prime,Błonie (Mazowieckie),106 999,,"1 898 cm3 • 163 KM • Salon PL, I-a rej.2018r, ZADBANY, full opcja LSX, Hak, FV23%,Klimatron",2017
Diesel,Automatyczna,804 km,Isuzu,Isuzu D-Max 1.9 DC LSE,Mogilany (Małopolskie),154 000,,1 898 cm3 • 163 KM • Isuzu D Max / DEMO,2023
Diesel,Automatyczna,12 500 km,Isuzu,Isuzu D-Max 1.9 DC LSE,Nowy Sącz (Małopolskie),200 000,,1 898 cm3 • 163 KM • DEMO 2023 od ręki!,2023
Diesel,Automatyczna,10 km,Isuzu,Isuzu D-Max 1.9 DC LSE,Nowy Sącz (Małopolskie),193 110,,1 898 cm3 • 163 KM • 2023 od ręki!,2023
Diesel,Automatyczna,30 000 km,Isuzu,Isuzu D-Max 1.9 EC LSE,Radom (Mazowieckie),127 950,,"1 898 cm3 • 163 KM • Możliwość odliczenia 100% VAT, bogata wersja",2023
Benzyna,Manualna,130 000 km,JAC,JAC J6,Kraków (Małopolskie),19 950,Prywatny sprzedawca,1 997 cm3 • 121 KM • Prawie WV galaxy z normalnym silnikiem 2.0- JAC,2016
Diesel,Manualna,250 000 km,Iveco,Iveco Daily,Choroszcz (Podlaskie),59 000,Prywatny sprzedawca,2 998 cm3 • 136 KM • Iveco 35C15 Daily 59 000zł,2006
Diesel,Manualna,138 300 km,Iveco,Iveco Daily 50 C 15 D,Konotopa (Mazowieckie),186 000,Prywatny sprzedawca,2 998 cm3 • 146 KM • Kamper Concord Iveco stan idealny,2004
Diesel,Manualna,110 215 km,Iveco,Iveco Daily,Wiązowna (Mazowieckie),79 000,Prywatny sprzedawca,2 998 cm3 • 149 KM • Iveco Daily Furgon Van 35S15V,2016
Diesel,Manualna,283 500 km,Iveco,Iveco Daily,Płock (Mazowieckie),69 500,Prywatny sprzedawca,3 000 cm3 • 180 KM • Laweta Iveco daily 2018 rok,2018
Diesel,Manualna,382 200 km,Iveco,Iveco Daily,Przedbórz (Łódzkie),27 900,Prywatny sprzedawca,2 988 cm3 • 166 KM • Iveco Daily 63C17,2005
Diesel,Automatyczna,215 000 km,Iveco,Iveco Daily 35 C 21HA8 D,Kraków (Małopolskie),96 000,Prywatny sprzedawca,2 998 cm3 • 207 KM • Iveco 3.0D Automat.,2018
Diesel,Manualna,494 654 km,Iveco,Iveco Daily,Lublin (Lubelskie),73 185,Prywatny sprzedawca,2 998 cm3 • 179 KM • Iveco Daily 12p,2017
Diesel,Manualna,412 835 km,Iveco,Iveco Daily,Bralin (Wielkopolskie),38 130,Prywatny sprzedawca,2 998 cm3 • 170 KM • Iveco Daily 3.0 bliźniak 50C17- Nie zawodny silnik,2012
Diesel,Manualna,400 000 km,Iveco,Iveco Daily,Czechowice-Dziedzice (Śląskie),63 000,Prywatny sprzedawca,"2 300 cm3 • 110 KM • Sprzedam ,wywrtoke,kiper nowy ocynkowany plus pomalowany proszkowo",2010
Diesel,Manualna,57 400 km,Iveco,Iveco Daily 35 C 16 D,Lubliniec (Śląskie),129 150,Prywatny sprzedawca,2 287 cm3 • 156 KM • Iveco Daily -Blizniak Kola-Kontener-Winda,2022
Diesel,Manualna,255 000 km,Iveco,Iveco Daily,Polanica-Zdrój (Dolnośląskie),60 000,Prywatny sprzedawca,2 287 cm3 • 126 KM • Pierwszy właściciel kupiony w Polsce w salonie,2016
Benzyna,Automatyczna,5 km,Jaecoo,Jaecoo 7,Poznań (Wielkopolskie),129 900,,"1 598 cm3 • 147 KM • Urban, 2024r. 1,6 T-GDI 147 KM 7 DCT",2024
Diesel,Manualna,434 369 km,Iveco,Iveco Daily,Pątnów (Łódzkie),62 999,Prywatny sprzedawca,2 998 cm3 • 150 KM • Iveco Daily 3.0 150km,2015
Benzyna,Automatyczna,1 km,Jaecoo,Jaecoo 7,Warszawa (Mazowieckie),157 900,,1 598 cm3 • 147 KM • 1.6 T-GDI Off Road AWD DCT - Od ręki !,2024
Diesel,Automatyczna,17 km,Iveco,Iveco Daily,Nadarzyn (Mazowieckie),477 117,,3 000 cm3 • 176 KM • BUS osobowy 24 miejsca Automat,2024
Benzyna,Automatyczna,5 km,Jaecoo,Jaecoo 7,Falenty (Mazowieckie),157 900,,1 598 cm3 • 147 KM • JAECOO 7 * OFFROAD 4x4 * 2024,2024
Benzyna,Automatyczna,1 km,Jaecoo,Jaecoo 7,Warszawa (Mazowieckie),139 900,,1 598 cm3 • 147 KM • 1.6 T-GDI 147 KM Urban automat - Od ręki !,2024
Diesel,Manualna,1165 000 km,Iveco,Iveco Daily,Kraśnik (Lubelskie),50 000,Prywatny sprzedawca,2 998 cm3 • 150 KM • Iveco daily 3.0 hpi osobowe 9 miejsc,2014
Benzyna,Automatyczna,1 km,Jaecoo,Jaecoo 7,Tychy (Śląskie),139 900,,"1 598 cm3 • 147 KM • ubezpieczenie za 1 zł, Jaecoo 7,wersja wyposażenia Urban,",2024
Diesel,Manualna,155 450 km,Iveco,Iveco Daily 33 S 13 D,Olsztyn (Warmińsko-mazurskie),8 800,Prywatny sprzedawca,2 287 cm3 • 126 KM • Iveco Daily Kontener +Winda model od 2014r,2015
Diesel,Manualna,171 000 km,Iveco,Iveco Daily 35 S 13 D,Zakrze (Mazowieckie),29 900,Prywatny sprzedawca,2 287 cm3 • 126 KM • Iveco Daily vat 23%,2011
Benzyna,Automatyczna,1 km,Jaecoo,Jaecoo 7,Chorzów (Śląskie),154 742,,1 600 cm3 • 147 KM • Od ręki - 1.6 T-GDI OffRoad AWD DCT 147KM,2024
Benzyna,Automatyczna,140 000 km,Jaguar,Jaguar F-Pace,Lublin (Lubelskie),104 000,Prywatny sprzedawca,"2 000 cm3 • 250 KM • Jaguar F Pace 2.0, 250KM",2017
Diesel,Manualna,579 000 km,Iveco,Iveco Daily,Rypin (Kujawsko-pomorskie),12 900,Prywatny sprzedawca,"2 800 cm3 • 125 KM • IVECO Daili 35S13 skrzynia, plandeka",2000
Benzyna,Automatyczna,1 km,Jaecoo,Jaecoo 7,Chorzów (Śląskie),139 900,,1 600 cm3 • 147 KM • 1.6 T-GDI Urban DCT 147KM,2024
Benzyna,Automatyczna,142 000 km,Jaguar,Jaguar Daimler Double Six,Syców (Dolnośląskie),44 999,Prywatny sprzedawca,5 993 cm3 • 311 KM,1994
Diesel,Manualna,103 929 km,Iveco,Iveco Massif,Łętowe (Małopolskie),47 999,,"2 998 cm3 • 176 KM • 4x4, reduktor, blokada, zdrowy ! bez rdzy/korozji ! Defender",2008
Benzyna,Automatyczna,1 km,Jaecoo,Jaecoo 7,Chorzów (Śląskie),155 400,,1 600 cm3 • 147 KM • 1.6 T-GDI OffRoad AWD DCT 147KM,2024
Benzyna,Automatyczna,103 978 km,Jaguar,Jaguar XF 2.0 T Prestige,Swadzim (Wielkopolskie),77 800,,1 997 cm3 • 200 KM • 200KM/320Nm|FV23%|Aut.|Kamera|Navi|Asyst. pasa|Tempomat|Skóra,2017
Diesel,Manualna,100 000 km,Iveco,Iveco Massif 25S18 W Comfort,Środa Śląska (Dolnośląskie),59 999,,2 998 cm3 • 176 KM • Jak Defender 4x4 klimatyzacja,2010
Benzyna,Automatyczna,1 km,Jaecoo,Jaecoo 7,Chorzów (Śląskie),134 304,,1 600 cm3 • 147 KM • Od ręki - 1.6 T-GDI Urban DCT 147KM,2024
Benzyna,Automatyczna,1 km,Jaecoo,Jaecoo 7,Chorzów (Śląskie),139 900,,1 600 cm3 • 147 KM • 1.6 T-GDI Urban DCT 147KM,2024
Benzyna,Automatyczna,10 km,Jaecoo,Jaecoo 7,Katowice (Śląskie),139 900,,"1 598 cm3 • 147 KM • Urban, MM Cars Katowice",2024
Diesel,Automatyczna,160 000 km,Jaguar,Jaguar F-Pace 2.0 i4D AWD R-Sport,Wrocław (Dolnośląskie),88 900,Prywatny sprzedawca,"1 999 cm3 • 180 KM • 2016 R, PL, 2.0d, R-Sport, 4X4 AWD, NOWY SILNIK, Full Wersja, ZAMIANA",2016
Diesel,Manualna,176 960 km,Iveco,Iveco Daily 35 S 14 D,Wojkowice (Śląskie),60 270,Prywatny sprzedawca,2 287 cm3 • 136 KM • Iveco Daily,2018
Benzyna,Automatyczna,5 km,Jaecoo,Jaecoo 7,Katowice (Śląskie),135 460,,1 598 cm3 • 147 KM • J7 1.6 T-GDI Urban DCT / dostępny od ręki / wysoki rabat / niska rata,2024
Benzyna,Automatyczna,5 km,Jaecoo,Jaecoo 7,Szczecin (Zachodniopomorskie),157 900,,1 598 cm3 • 147 KM • wesja Offroad,2024
Hybryda Plug-in,Automatyczna,36 850 km,Jeep,Jeep Compass 1.3 T4 PHEV 4xe Limited S&S,Przasnysz (Mazowieckie),129 899,,1 332 cm3 • 180 KM • LIFT 2023r FVAT23% 1.3 T4 Phev 190cv Limited 4xe Automat,2023
Diesel,Automatyczna,145 560 km,Jaguar,Jaguar F-Pace,Świętno (Wielkopolskie),100 000,Prywatny sprzedawca,1 999 cm3 • 241 KM • Jaguar F-Pace 25d AWD,2016
Diesel,Automatyczna,125 000 km,Jaguar,Jaguar XE 2.0 D R-Sport,Częstochowa (Śląskie),62 900,Prywatny sprzedawca,"1 999 cm3 • 180 KM • Jaguar XE R-SPORT 2,0 180 KM",2015
Benzyna,Automatyczna,77 000 km,Jaguar,Jaguar XJ XJ12 5.3i,Łomianki (Mazowieckie),120 000,Prywatny sprzedawca,5 345 cm3 • 264 KM • Sprzedam Daimler,1992
Benzyna,Automatyczna,5 km,Jaecoo,Jaecoo 7,Wrzosowa (Śląskie),139 900,,1 598 cm3 • 147 KM • JAECOO 7 Urban *dostępny od ręki* kredyt 0%,2024
Benzyna,Automatyczna,10 km,Jaecoo,Jaecoo 7,Płock (Mazowieckie),139 900,,1 598 cm3 • 147 KM • Gwarancja 7 Lat Kamera 540 Dach Panoramiczny Podgrzewane Siedzenia,2024
Benzyna+LPG,Automatyczna,308 616 km,Jeep,Jeep Grand Cherokee Gr 5.2 Limited,Skrzyszów (Śląskie),28 000,Prywatny sprzedawca,5 210 cm3 • 215 KM • Sprzedam JEEP GRAND CHEROKEE 5.2 benzyna + GAZ,1993
Diesel,Automatyczna,109 000 km,Jaguar,Jaguar XE 2.0 D R-Sport,Kamienna Góra (Dolnośląskie),69 900,Prywatny sprzedawca,1 999 cm3 • 180 KM • Jaguar xe 2019r. r sport,2019
Benzyna,Automatyczna,10 km,Jaecoo,Jaecoo 7,Płock (Mazowieckie),139 900,,1 598 cm3 • 147 KM • Gwarancja 7 Lat Kamera 540 Dach Panoramiczny Podgrzewane Siedzenie,2024
Benzyna,Automatyczna,281 000 km,Jeep,Jeep Wrangler,Wągrowiec (Wielkopolskie),49 500,Prywatny sprzedawca,"3 778 cm3 • 199 KM • Jeep Wrangler 3,8 6V",2008
Benzyna,Manualna,137 600 km,Jeep,Jeep Wrangler Unlimited 3.8 Sahara,Tarnów (Małopolskie),69 900,Prywatny sprzedawca,"3 778 cm3 • 199 KM • 3.8 v6 Sahara Koła 37"" Mosty DANA 44 Rubicon , Po dużym SERWISIE !",2007
Benzyna,Manualna,251 000 km,Jaguar,Jaguar X-Type 2.5 Executive,Ostrołęka (Mazowieckie),8 500,Prywatny sprzedawca,2 495 cm3 • 196 KM,2001
Benzyna,Automatyczna,1 km,Jaecoo,Jaecoo 7,Bytom (Śląskie),149 900,,1 598 cm3 • 147 KM • wersja Premium | Dostępny od ręki!,2024
Benzyna,Automatyczna,200 km,Jetour,Jetour Traveller,Kraków (Małopolskie),199 999,Prywatny sprzedawca,1 998 cm3 • 245 KM • T2 Travveler 2.0 4WD 245 koni,2024
Benzyna,Manualna,74 245 km,Jeep,Jeep Renegade 1.6 E-TorQ Sport FWD,Łódź (Łódzkie),50 000,Prywatny sprzedawca,1 598 cm3 • 110 KM • Jeep Renegade 1.6,2016
Benzyna,Automatyczna,113 000 km,Jaguar,Jaguar XJ XJ8 4.2 Executive,Ostrołęka (Mazowieckie),99 900,Prywatny sprzedawca,4 196 cm3 • 302 KM,2009
Diesel,Automatyczna,133 000 km,Jaguar,Jaguar F-Pace 20d AWD R-Sport,Swarzędz (Wielkopolskie),94 900,Prywatny sprzedawca,1 999 cm3 • 180 KM • Sport Kamera Navi Ledy Panorama VIRTUAL Cocpit Podsufitka Alcantara,2017
Benzyna,Automatyczna,10 km,Jaecoo,Jaecoo 7,Poznań (Wielkopolskie),139 900,,1 598 cm3 • 147 KM • Jaecoo 7 Urban,2024
Benzyna,Automatyczna,5 000 km,Jaecoo,Jaecoo 7,Kraków (Małopolskie),132 900,,1 598 cm3 • 147 KM • Jaecoo 7! 147KM! DCT! Wersja URBAN! DEMO!,2024
Benzyna,Automatyczna,12 km,Jaecoo,Jaecoo 7,Rzeszów (Podkarpackie),139 900,,1 598 cm3 • 147 KM • Jaecoo 7 Urban,2024
Benzyna+LPG,Automatyczna,3 500 km,Jetour,Jetour Dashing,Kraków (Małopolskie),119 000,Prywatny sprzedawca,1 600 cm3 • 197 KM • Jetour Dashing 1.6 Turbo 197 PS Fabrycznie Nowy,2023
Benzyna,Automatyczna,123 400 km,Jeep,Jeep Cherokee 3.2 V6 Active Drive I Limited,Garwolin (Mazowieckie),29 800,Prywatny sprzedawca,3 239 cm3 • 272 KM • 3.2 V6 Pod LPG Mała szkoda NA MIEJSCU SPRAWNY Cherokee Grand Limited,2015
Benzyna+LPG,Automatyczna,55 000 km,Jeep,Jeep Renegade,Żywiec (Śląskie),79 000,Prywatny sprzedawca,1 332 cm3 • 180 KM • Jeep Renegade 4x4 2020r. 2.4L Benzyna/LPG 185KM,2020
Elektryczny,Automatyczna,5 km,Jinpeng,Jinpeng Inny,Bolesław (Małopolskie),43 500,Prywatny sprzedawca,8 KM • Micro car jinpeng XY YD,2024
Elektryczny,Automatyczna,58 300 km,Jaguar,Jaguar I-Pace EV400 AWD S,Międzyrzec Podlaski (Lubelskie),141 900,Prywatny sprzedawca,400 KM • Jaguar I-pace 400ev awd s,2020
Benzyna,Automatyczna,158 000 km,Jaguar,Jaguar F-Pace 30t AWD R-Sport,Kraków (Małopolskie),112 900,Prywatny sprzedawca,1 997 cm3 • 300 KM • R-Sport 30t,2018
Benzyna,Automatyczna,5 km,Jaecoo,Jaecoo Inny,Gorzów Wielkopolski (Lubuskie),157 900,,1 598 cm3 • 147 KM • Offroad 1.6 TGDI 147 KM A7,2024
Benzyna,Automatyczna,5 km,Jaecoo,Jaecoo 7,Warszawa (Mazowieckie),157 900,,1 598 cm3 • 147 KM • Jaecoo 7 Off-Road | Od ręki!,2024
Diesel,Automatyczna,154 500 km,Jeep,Jeep Grand Cherokee Gr 3.0 CRD Summit,Bierutów (Dolnośląskie),128 000,Prywatny sprzedawca,2 987 cm3 • 250 KM • Pierwszy właściciel Salon Polska,2018
Benzyna,Automatyczna,139 000 km,Jeep,Jeep Grand Cherokee,Łapy (Podlaskie),87 000,Prywatny sprzedawca,3 604 cm3 • 286 KM • Jeep Grand Cherokee Limited 4x4,2017
Diesel,Automatyczna,88 500 km,Jaguar,Jaguar F-Pace 2.0 i4D AWD Prestige,Zabrze (Śląskie),94 900,Prywatny sprzedawca,"1 999 cm3 • 180 KM • Jaguar F-Pace - krajowy, pierwszy właściciel (po banku)",2018
Benzyna+LPG,Automatyczna,263 500 km,Jaguar,Jaguar S-Type 2.5 V6 Executive,Reguły (Mazowieckie),23 000,Prywatny sprzedawca,2 497 cm3 • 200 KM • 2.5 GAZ/benzyn,2005
Benzyna,Automatyczna,5 km,Jaecoo,Jaecoo 7,Warszawa (Mazowieckie),139 900,,1 598 cm3 • 147 KM • Jaecoo 7 Urban | Od Ręki!,2024
Benzyna,Automatyczna,64 000 km,Jeep,Jeep Compass,Katowice (Śląskie),69 999,Prywatny sprzedawca,2 360 cm3 • 170 KM • Latitude 4x4 niski przebieg! Sprzedaż dziś,2018
Benzyna,Automatyczna,99 151 km,Jaguar,Jaguar F-Pace 35t AWD R-Sport,Kraków (Małopolskie),100 000,Prywatny sprzedawca,2 995 cm3 • 340 KM • Jaguar F-Pace R-Sport 4x4 Meridian Koło Zapasowe,2017
Benzyna,Automatyczna,10 km,Jaecoo,Jaecoo 7,Opole (Opolskie),139 900,,"1 598 cm3 • 147 KM • , 1.6 TGDI 147 KM, Urban FWD. Komplet opon zimowych w cenie!",2024
Diesel,Automatyczna,269 900 km,Jeep,Jeep Grand Cherokee Gr 3.0 CRD Overland,Legnica (Dolnośląskie),73 000,Prywatny sprzedawca,"2 987 cm3 • 250 KM • WK2, model 2015, salon Polska, drugi uzytkownik, bogate wysposażenie",2014
Benzyna,Automatyczna,155 000 km,Jaguar,Jaguar F-Pace 25t AWD Prestige,Marki (Mazowieckie),114 900,Prywatny sprzedawca,1 997 cm3 • 250 KM • Jaguar F-Pace 25T 2.0i 250KM AWD Prestige * Serwis ASO *,2019
Benzyna,Automatyczna,10 km,Jaecoo,Jaecoo 7,Opole (Opolskie),139 900,,"1 598 cm3 • 147 KM • 1.6 TGDI 147 KM, Urban FWD. Komplet opon zimowych w cenie!",2024
Benzyna,Manualna,119 000 km,Kia,Kia Optima 2.0 L,Przysucha (Mazowieckie),72 000,Prywatny sprzedawca,1 999 cm3 • 163 KM • Drugi wlasciciel stan idealny,2017
Benzyna,Automatyczna,92 000 km,Jeep,Jeep Wrangler,Myszyniec (Mazowieckie),128 900,Prywatny sprzedawca,1 995 cm3 • 272 KM • 3.6 V6 Unlimited Sport S Zarejestrowany,2020
Diesel,Automatyczna,53 780 km,Jaguar,Jaguar XE D200 SE,Lublin (Lubelskie),169 900,Prywatny sprzedawca,1 997 cm3 • 204 KM • Jaguar XE 2.0 D200 mHEV HSE 4.2L/100 km,2021
Diesel,Automatyczna,116 253 km,Jaguar,Jaguar F-Pace,Wrocław (Dolnośląskie),169 495,Prywatny sprzedawca,"1 998 cm3 • 204 KM • Samochód w idealnym stanie, bez uszkodzeń, objęty gwarancją.",2022
Benzyna,Automatyczna,10 km,Jaecoo,Jaecoo 7,Opole (Opolskie),157 900,,"1 598 cm3 • 147 KM • ,1.6 TGDI 147 KM. Offroad AWD. Komplet opon zimowych w cenie!",2024
Benzyna,Automatyczna,10 km,Jaecoo,Jaecoo 7,Katowice (Śląskie),139 900,,"1 598 cm3 • 147 KM • Urban FWD, MM Cars Katowice",2024
Diesel,Manualna,166 000 km,Kia,Kia Ceed Cee'd 1.6 CRDi XL,Suszec (Śląskie),42 900,Prywatny sprzedawca,1 582 cm3 • 110 KM • ## Adam ## bezwypadek #b ładny # doinwestowany # 166 tyś km # 2017 r,2016
Benzyna,Automatyczna,74 500 km,Jeep,Jeep Grand Cherokee,Krotoszyn (Wielkopolskie),125 000,Prywatny sprzedawca,3 604 cm3 • 286 KM • Jeep Grand Cherokee 3.6 V6 Limited Bardzo zadbany,2018
Diesel,Automatyczna,167 200 km,Jaguar,Jaguar XF 30d Prestige,Brzeźnik (Dolnośląskie),63 700,Prywatny sprzedawca,"2 993 cm3 • 300 KM • Najbogatsza wersja MAX ! LED,Kamery,Radary,ITD! Ideał z Niemiec !",2016
